MaThuoc,TenThuoc,TenThuocKhongDau,DonVi,DonGia
T08707,Giảm Đau 10 mg (Viên nén - Lot 904),Giam Dau 10 mg (Vien nen - Lot 904),Tuýp,72740
T08708,Vitamin C 250 mg (Mekophar - Lot 123),Vitamin C 250 mg (Mekophar - Lot 123),Tuýp,170390
T08709,Fluconazole 100 mg (Domesco - Lot 197),Fluconazole 100 mg (Domesco - Lot 197),Gói,359570
T08710,Aspirin 100 mg (Mekophar - Lot 422),Aspirin 100 mg (Mekophar - Lot 422),Gói,325840
T08711,Loratadine 250 mg (Stada - Lot 134),Loratadine 250 mg (Stada - Lot 134),Hộp,389320
T08712,Aspirin 250 mg (Viên nén - Lot 885),Aspirin 250 mg (Vien nen - Lot 885),Tuýp,466230
T08713,Doxycycline 500 mg (Stada - Lot 656),Doxycycline 500 mg (Stada - Lot 656),Tuýp,299290
T08714,Captopril 500 mg (Mekophar - Lot 836),Captopril 500 mg (Mekophar - Lot 836),Hộp,360370
T08715,Loratadine 10 mg (Domesco - Lot 175),Loratadine 10 mg (Domesco - Lot 175),Ống tiêm,39920
T08716,Diazepam 5 mg (Stada - Lot 730),Diazepam 5 mg (Stada - Lot 730),Viên nén,484100
T08717,Giảm Đau 5 ml (Stada - Lot 535),Giam Dau 5 ml (Stada - Lot 535),Chai,234900
T08718,Furosemide 100 mg (Viên nén - Lot 967),Furosemide 100 mg (Vien nen - Lot 967),Viên nén,490570
T08719,Ibuprofen 10 mg (Stada - Lot 423),Ibuprofen 10 mg (Stada - Lot 423),Viên nén,302610
T08720,Ibuprofen 250 mg (Stada - Lot 446),Ibuprofen 250 mg (Stada - Lot 446),Viên nén,61830
T08721,Pantoprazole 5 mg (Domesco - Lot 744),Pantoprazole 5 mg (Domesco - Lot 744),Tuýp,52020
T08722,Amoxicillin 5 mg (Stada - Lot 516),Amoxicillin 5 mg (Stada - Lot 516),Hộp,271000
T08723,Doxycycline 1000 IU (Mekophar - Lot 421),Doxycycline 1000 IU (Mekophar - Lot 421),Ống tiêm,149820
T08724,Doxycycline 250 mg (Stada - Lot 932),Doxycycline 250 mg (Stada - Lot 932),Ống tiêm,220970
T08725,Cefuroxim 500 mg (Domesco - Lot 389),Cefuroxim 500 mg (Domesco - Lot 389),Chai,444500
T08726,Omeprazole 5 ml (Stada - Lot 740),Omeprazole 5 ml (Stada - Lot 740),Viên nén,108470
T08727,Loratadine 250 mg (Viên nén - Lot 798),Loratadine 250 mg (Vien nen - Lot 798),Chai,323860
T08728,Diclofenac 1000 IU (Viên nén - Lot 913),Diclofenac 1000 IU (Vien nen - Lot 913),Viên nang,432600
T08729,Losartan 250 mg (Domesco - Lot 395),Losartan 250 mg (Domesco - Lot 395),Viên nén,71200
T08730,Hạ Sốt 5 mg (Viên nén - Lot 500),Ha Sot 5 mg (Vien nen - Lot 500),Gói,49580
T08731,Captopril 10 mg (Mekophar - Lot 134),Captopril 10 mg (Mekophar - Lot 134),Viên nén,270120
T08732,Metformin 250 mg (Domesco - Lot 370),Metformin 250 mg (Domesco - Lot 370),Hộp,214190
T08733,Prednisolone 5 ml (Mekophar - Lot 242),Prednisolone 5 ml (Mekophar - Lot 242),Viên nén,291970
T08734,Metformin 500 mg (Domesco - Lot 362),Metformin 500 mg (Domesco - Lot 362),Viên nang,390340
T08735,Doxycycline 10 mg (Mekophar - Lot 127),Doxycycline 10 mg (Mekophar - Lot 127),Viên nén,366630
T08736,Metformin 500 mg (Mekophar - Lot 749),Metformin 500 mg (Mekophar - Lot 749),Viên nén,409670
T08737,Prednisolone 5 mg (Stada - Lot 924),Prednisolone 5 mg (Stada - Lot 924),Viên nang,352150
T08738,Giảm Đau 250 mg (Viên nén - Lot 263),Giam Dau 250 mg (Vien nen - Lot 263),Tuýp,212900
T08739,Prednisolone 1000 IU (Viên nén - Lot 737),Prednisolone 1000 IU (Vien nen - Lot 737),Ống tiêm,167410
T08740,Atorvastatin 1000 IU (Viên nén - Lot 566),Atorvastatin 1000 IU (Vien nen - Lot 566),Gói,17710
T08741,Vitamin C 250 mg (Stada - Lot 980),Vitamin C 250 mg (Stada - Lot 980),Viên nén,100460
T08742,Pantoprazole 10 mg (Viên nén - Lot 580),Pantoprazole 10 mg (Vien nen - Lot 580),Chai,324290
T08743,Paracetamol 5 mg (Viên nén - Lot 984),Paracetamol 5 mg (Vien nen - Lot 984),Viên nang,14090
T08744,Ibuprofen 250 mg (Stada - Lot 944),Ibuprofen 250 mg (Stada - Lot 944),Hộp,162080
T08745,Amoxicillin 500 mg (Domesco - Lot 491),Amoxicillin 500 mg (Domesco - Lot 491),Hộp,145160
T08746,Prednisolone 5 mg (Domesco - Lot 963),Prednisolone 5 mg (Domesco - Lot 963),Chai,165470
T08747,Loratadine 1000 IU (Viên nén - Lot 442),Loratadine 1000 IU (Vien nen - Lot 442),Viên nén,227380
T08748,Doxycycline 5 mg (Viên nén - Lot 522),Doxycycline 5 mg (Vien nen - Lot 522),Tuýp,481760
T08749,Diclofenac 250 mg (Stada - Lot 179),Diclofenac 250 mg (Stada - Lot 179),Ống tiêm,317680
T08750,Diclofenac 250 mg (Viên nén - Lot 276),Diclofenac 250 mg (Vien nen - Lot 276),Gói,389440
T08751,Pantoprazole 10 mg (Domesco - Lot 313),Pantoprazole 10 mg (Domesco - Lot 313),Hộp,293800
T08752,Giảm Đau 500 mg (Viên nén - Lot 513),Giam Dau 500 mg (Vien nen - Lot 513),Chai,297120
T08753,Losartan 10 mg (Viên nén - Lot 662),Losartan 10 mg (Vien nen - Lot 662),Tuýp,217570
T08754,Levothyroxine 5 mg (Domesco - Lot 899),Levothyroxine 5 mg (Domesco - Lot 899),Ống tiêm,437100
T08755,Hạ Sốt 250 mg (Stada - Lot 856),Ha Sot 250 mg (Stada - Lot 856),Hộp,62270
T08756,Levothyroxine 10 mg (Stada - Lot 984),Levothyroxine 10 mg (Stada - Lot 984),Ống tiêm,99440
T08757,Pantoprazole 100 mg (Stada - Lot 464),Pantoprazole 100 mg (Stada - Lot 464),Chai,162810
T08758,Metformin 100 mg (Domesco - Lot 763),Metformin 100 mg (Domesco - Lot 763),Ống tiêm,371390
T08759,Cefuroxim 100 mg (Mekophar - Lot 254),Cefuroxim 100 mg (Mekophar - Lot 254),Viên nang,144420
T08760,Prednisolone 5 mg (Stada - Lot 592),Prednisolone 5 mg (Stada - Lot 592),Viên nén,83030
T08761,Losartan 250 mg (Domesco - Lot 385),Losartan 250 mg (Domesco - Lot 385),Tuýp,107010
T08762,Omeprazole 250 mg (Stada - Lot 511),Omeprazole 250 mg (Stada - Lot 511),Gói,347060
T08763,Omeprazole 5 mg (Mekophar - Lot 909),Omeprazole 5 mg (Mekophar - Lot 909),Gói,417740
T08764,Vitamin C 5 ml (Mekophar - Lot 797),Vitamin C 5 ml (Mekophar - Lot 797),Chai,47180
T08765,Atorvastatin 250 mg (Stada - Lot 209),Atorvastatin 250 mg (Stada - Lot 209),Chai,284050
T08766,Paracetamol 1000 IU (Viên nén - Lot 947),Paracetamol 1000 IU (Vien nen - Lot 947),Viên nén,340320
T08767,Cefuroxim 500 mg (Domesco - Lot 523),Cefuroxim 500 mg (Domesco - Lot 523),Chai,17140
T08768,Diclofenac 1000 IU (Viên nén - Lot 825),Diclofenac 1000 IU (Vien nen - Lot 825),Viên nén,235210
T08769,Furosemide 250 mg (Mekophar - Lot 525),Furosemide 250 mg (Mekophar - Lot 525),Tuýp,164940
T08770,Amoxicillin 5 mg (Stada - Lot 248),Amoxicillin 5 mg (Stada - Lot 248),Viên nang,74960
T08771,Metformin 10 mg (Mekophar - Lot 161),Metformin 10 mg (Mekophar - Lot 161),Tuýp,156710
T08772,Ibuprofen 500 mg (Viên nén - Lot 598),Ibuprofen 500 mg (Vien nen - Lot 598),Hộp,131990
T08773,Diclofenac 10 mg (Domesco - Lot 517),Diclofenac 10 mg (Domesco - Lot 517),Viên nang,167170
T08774,Ibuprofen 1000 IU (Stada - Lot 370),Ibuprofen 1000 IU (Stada - Lot 370),Chai,378220
T08775,Losartan 5 mg (Stada - Lot 153),Losartan 5 mg (Stada - Lot 153),Viên nén,210170
T08776,Prednisolone 1000 IU (Mekophar - Lot 873),Prednisolone 1000 IU (Mekophar - Lot 873),Viên nang,474880
T08777,Diclofenac 1000 IU (Viên nén - Lot 976),Diclofenac 1000 IU (Vien nen - Lot 976),Chai,266960
T08778,Diclofenac 100 mg (Mekophar - Lot 645),Diclofenac 100 mg (Mekophar - Lot 645),Tuýp,275350
T08779,Chống Viêm 250 mg (Domesco - Lot 865),Chong Viem 250 mg (Domesco - Lot 865),Hộp,186970
T08780,Chống Viêm 500 mg (Stada - Lot 550),Chong Viem 500 mg (Stada - Lot 550),Chai,403490
T08781,Ibuprofen 250 mg (Domesco - Lot 773),Ibuprofen 250 mg (Domesco - Lot 773),Tuýp,41710
T08782,Diclofenac 5 ml (Mekophar - Lot 554),Diclofenac 5 ml (Mekophar - Lot 554),Hộp,22740
T08783,Vitamin C 10 mg (Domesco - Lot 828),Vitamin C 10 mg (Domesco - Lot 828),Viên nén,190220
T08784,Cefuroxim 500 mg (Mekophar - Lot 255),Cefuroxim 500 mg (Mekophar - Lot 255),Chai,152910
T08785,Diclofenac 5 ml (Viên nén - Lot 338),Diclofenac 5 ml (Vien nen - Lot 338),Viên nang,426540
T08786,Amoxicillin 5 ml (Viên nén - Lot 667),Amoxicillin 5 ml (Vien nen - Lot 667),Tuýp,197070
T08787,Amoxicillin 5 mg (Mekophar - Lot 893),Amoxicillin 5 mg (Mekophar - Lot 893),Gói,393060
T08788,Hạ Sốt 10 mg (Domesco - Lot 885),Ha Sot 10 mg (Domesco - Lot 885),Tuýp,188890
T08789,Aspirin 5 mg (Domesco - Lot 522),Aspirin 5 mg (Domesco - Lot 522),Hộp,14860
T08790,Chống Viêm 5 mg (Mekophar - Lot 195),Chong Viem 5 mg (Mekophar - Lot 195),Ống tiêm,43360
T08791,Cefuroxim 100 mg (Viên nén - Lot 251),Cefuroxim 100 mg (Vien nen - Lot 251),Hộp,124450
T08792,Cefuroxim 1000 IU (Stada - Lot 722),Cefuroxim 1000 IU (Stada - Lot 722),Viên nang,98830
T08793,Ibuprofen 5 mg (Domesco - Lot 569),Ibuprofen 5 mg (Domesco - Lot 569),Tuýp,477820
T08794,Captopril 250 mg (Domesco - Lot 116),Captopril 250 mg (Domesco - Lot 116),Hộp,446980
T08795,Losartan 250 mg (Mekophar - Lot 863),Losartan 250 mg (Mekophar - Lot 863),Ống tiêm,456690
T08796,Loratadine 10 mg (Mekophar - Lot 509),Loratadine 10 mg (Mekophar - Lot 509),Gói,165890
T08797,Diazepam 500 mg (Domesco - Lot 996),Diazepam 500 mg (Domesco - Lot 996),Tuýp,285930
T08798,Loratadine 100 mg (Stada - Lot 133),Loratadine 100 mg (Stada - Lot 133),Chai,445990
T08799,Omeprazole 100 mg (Viên nén - Lot 782),Omeprazole 100 mg (Vien nen - Lot 782),Tuýp,166210
T08800,Captopril 10 mg (Domesco - Lot 667),Captopril 10 mg (Domesco - Lot 667),Viên nén,279700
T08801,Levothyroxine 250 mg (Viên nén - Lot 430),Levothyroxine 250 mg (Vien nen - Lot 430),Hộp,262360
T08802,Doxycycline 250 mg (Mekophar - Lot 887),Doxycycline 250 mg (Mekophar - Lot 887),Viên nang,373770
T08803,Paracetamol 1000 IU (Viên nén - Lot 821),Paracetamol 1000 IU (Vien nen - Lot 821),Chai,219780
T08804,Doxycycline 5 mg (Stada - Lot 176),Doxycycline 5 mg (Stada - Lot 176),Ống tiêm,112790
T08805,Doxycycline 5 mg (Stada - Lot 803),Doxycycline 5 mg (Stada - Lot 803),Gói,128230
T08806,Diclofenac 5 ml (Mekophar - Lot 212),Diclofenac 5 ml (Mekophar - Lot 212),Hộp,483940
T08807,Losartan 1000 IU (Mekophar - Lot 542),Losartan 1000 IU (Mekophar - Lot 542),Chai,351850
T08808,Diazepam 1000 IU (Stada - Lot 627),Diazepam 1000 IU (Stada - Lot 627),Chai,293700
T08809,Cefuroxim 10 mg (Stada - Lot 267),Cefuroxim 10 mg (Stada - Lot 267),Hộp,281780
T08810,Captopril 100 mg (Viên nén - Lot 489),Captopril 100 mg (Vien nen - Lot 489),Hộp,409230
T08811,Amoxicillin 5 mg (Viên nén - Lot 818),Amoxicillin 5 mg (Vien nen - Lot 818),Viên nang,359830
T08812,Metformin 1000 IU (Domesco - Lot 337),Metformin 1000 IU (Domesco - Lot 337),Viên nang,186080
T08813,Prednisolone 5 mg (Domesco - Lot 500),Prednisolone 5 mg (Domesco - Lot 500),Tuýp,184740
T08814,Chống Viêm 5 ml (Viên nén - Lot 259),Chong Viem 5 ml (Vien nen - Lot 259),Gói,331190
T08815,Prednisolone 250 mg (Mekophar - Lot 499),Prednisolone 250 mg (Mekophar - Lot 499),Viên nén,314420
T08816,Pantoprazole 1000 IU (Domesco - Lot 672),Pantoprazole 1000 IU (Domesco - Lot 672),Tuýp,208530
T08817,Paracetamol 5 mg (Viên nén - Lot 663),Paracetamol 5 mg (Vien nen - Lot 663),Viên nang,219000
T08818,Doxycycline 10 mg (Viên nén - Lot 873),Doxycycline 10 mg (Vien nen - Lot 873),Chai,399150
T08819,Furosemide 1000 IU (Stada - Lot 489),Furosemide 1000 IU (Stada - Lot 489),Viên nang,465050
T08820,Hạ Sốt 5 mg (Viên nén - Lot 831),Ha Sot 5 mg (Vien nen - Lot 831),Viên nang,354630
T08821,Atorvastatin 5 mg (Viên nén - Lot 722),Atorvastatin 5 mg (Vien nen - Lot 722),Viên nén,292110
T08822,Diclofenac 10 mg (Domesco - Lot 396),Diclofenac 10 mg (Domesco - Lot 396),Chai,496730
T08823,Paracetamol 100 mg (Domesco - Lot 165),Paracetamol 100 mg (Domesco - Lot 165),Viên nang,351540
T08824,Pantoprazole 1000 IU (Mekophar - Lot 465),Pantoprazole 1000 IU (Mekophar - Lot 465),Chai,435590
T08825,Aspirin 5 ml (Mekophar - Lot 431),Aspirin 5 ml (Mekophar - Lot 431),Ống tiêm,448490
T08826,Fluconazole 100 mg (Domesco - Lot 517),Fluconazole 100 mg (Domesco - Lot 517),Tuýp,330170
T08827,Aspirin 500 mg (Stada - Lot 124),Aspirin 500 mg (Stada - Lot 124),Tuýp,492530
T08828,Diazepam 5 ml (Mekophar - Lot 222),Diazepam 5 ml (Mekophar - Lot 222),Ống tiêm,183250
T08829,Losartan 100 mg (Stada - Lot 731),Losartan 100 mg (Stada - Lot 731),Hộp,410730
T08830,Metformin 100 mg (Domesco - Lot 314),Metformin 100 mg (Domesco - Lot 314),Viên nén,186170
T08831,Aspirin 10 mg (Domesco - Lot 840),Aspirin 10 mg (Domesco - Lot 840),Gói,287610
T08832,Prednisolone 1000 IU (Stada - Lot 756),Prednisolone 1000 IU (Stada - Lot 756),Viên nén,62230
T08833,Atorvastatin 1000 IU (Viên nén - Lot 607),Atorvastatin 1000 IU (Vien nen - Lot 607),Viên nén,323660
T08834,Ibuprofen 5 mg (Domesco - Lot 594),Ibuprofen 5 mg (Domesco - Lot 594),Viên nén,384430
T08835,Metformin 10 mg (Mekophar - Lot 347),Metformin 10 mg (Mekophar - Lot 347),Tuýp,373780
T08836,Giảm Đau 100 mg (Domesco - Lot 881),Giam Dau 100 mg (Domesco - Lot 881),Hộp,219240
T08837,Cefuroxim 250 mg (Mekophar - Lot 440),Cefuroxim 250 mg (Mekophar - Lot 440),Viên nén,296520
T08838,Chống Viêm 1000 IU (Stada - Lot 444),Chong Viem 1000 IU (Stada - Lot 444),Ống tiêm,286570
T08839,Vitamin C 10 mg (Mekophar - Lot 167),Vitamin C 10 mg (Mekophar - Lot 167),Chai,198350
T08840,Diclofenac 5 ml (Domesco - Lot 756),Diclofenac 5 ml (Domesco - Lot 756),Hộp,174920
T08841,Loratadine 250 mg (Domesco - Lot 329),Loratadine 250 mg (Domesco - Lot 329),Hộp,138930
T08842,Furosemide 1000 IU (Mekophar - Lot 446),Furosemide 1000 IU (Mekophar - Lot 446),Viên nang,16000
T08843,Levothyroxine 10 mg (Viên nén - Lot 705),Levothyroxine 10 mg (Vien nen - Lot 705),Ống tiêm,214580
T08844,Fluconazole 1000 IU (Mekophar - Lot 611),Fluconazole 1000 IU (Mekophar - Lot 611),Gói,150670
T08845,Aspirin 1000 IU (Viên nén - Lot 394),Aspirin 1000 IU (Vien nen - Lot 394),Viên nang,316980
T08846,Aspirin 10 mg (Viên nén - Lot 656),Aspirin 10 mg (Vien nen - Lot 656),Hộp,387560
T08847,Loratadine 250 mg (Mekophar - Lot 813),Loratadine 250 mg (Mekophar - Lot 813),Viên nén,303710
T08848,Captopril 5 mg (Domesco - Lot 964),Captopril 5 mg (Domesco - Lot 964),Hộp,367080
T08849,Metformin 100 mg (Stada - Lot 560),Metformin 100 mg (Stada - Lot 560),Viên nang,141200
T08850,Giảm Đau 500 mg (Viên nén - Lot 210),Giam Dau 500 mg (Vien nen - Lot 210),Tuýp,107130
T08851,Diazepam 100 mg (Stada - Lot 945),Diazepam 100 mg (Stada - Lot 945),Chai,207050
T08852,Cefuroxim 500 mg (Domesco - Lot 620),Cefuroxim 500 mg (Domesco - Lot 620),Gói,5360
T08853,Levothyroxine 100 mg (Stada - Lot 415),Levothyroxine 100 mg (Stada - Lot 415),Chai,125940
T08854,Prednisolone 500 mg (Mekophar - Lot 396),Prednisolone 500 mg (Mekophar - Lot 396),Viên nang,105390
T08855,Loratadine 250 mg (Stada - Lot 426),Loratadine 250 mg (Stada - Lot 426),Gói,445090
T08856,Diazepam 5 mg (Mekophar - Lot 919),Diazepam 5 mg (Mekophar - Lot 919),Hộp,428110
T08857,Captopril 5 ml (Mekophar - Lot 982),Captopril 5 ml (Mekophar - Lot 982),Viên nang,400740
T08858,Prednisolone 100 mg (Viên nén - Lot 938),Prednisolone 100 mg (Vien nen - Lot 938),Hộp,386480
T08859,Diclofenac 5 mg (Mekophar - Lot 471),Diclofenac 5 mg (Mekophar - Lot 471),Chai,298080
T08860,Vitamin C 100 mg (Domesco - Lot 514),Vitamin C 100 mg (Domesco - Lot 514),Viên nén,205540
T08861,Doxycycline 5 ml (Mekophar - Lot 668),Doxycycline 5 ml (Mekophar - Lot 668),Gói,438960
T08862,Aspirin 250 mg (Mekophar - Lot 893),Aspirin 250 mg (Mekophar - Lot 893),Tuýp,466870
T08863,Cefuroxim 100 mg (Stada - Lot 397),Cefuroxim 100 mg (Stada - Lot 397),Ống tiêm,280750
T08864,Furosemide 250 mg (Domesco - Lot 676),Furosemide 250 mg (Domesco - Lot 676),Tuýp,291630
T08865,Captopril 250 mg (Viên nén - Lot 971),Captopril 250 mg (Vien nen - Lot 971),Viên nén,236450
T08866,Levothyroxine 1000 IU (Stada - Lot 821),Levothyroxine 1000 IU (Stada - Lot 821),Tuýp,66500
T08867,Atorvastatin 1000 IU (Domesco - Lot 168),Atorvastatin 1000 IU (Domesco - Lot 168),Chai,174150
T08868,Chống Viêm 100 mg (Viên nén - Lot 965),Chong Viem 100 mg (Vien nen - Lot 965),Viên nang,354990
T08869,Diclofenac 100 mg (Stada - Lot 492),Diclofenac 100 mg (Stada - Lot 492),Viên nén,315100
T08870,Fluconazole 500 mg (Stada - Lot 752),Fluconazole 500 mg (Stada - Lot 752),Viên nén,144500
T08871,Loratadine 100 mg (Mekophar - Lot 306),Loratadine 100 mg (Mekophar - Lot 306),Gói,497530
T08872,Vitamin C 5 mg (Viên nén - Lot 827),Vitamin C 5 mg (Vien nen - Lot 827),Viên nang,410560
T08873,Metformin 5 ml (Domesco - Lot 724),Metformin 5 ml (Domesco - Lot 724),Chai,123520
T08874,Diclofenac 500 mg (Viên nén - Lot 795),Diclofenac 500 mg (Vien nen - Lot 795),Tuýp,482720
T08875,Paracetamol 1000 IU (Mekophar - Lot 556),Paracetamol 1000 IU (Mekophar - Lot 556),Gói,68660
T08876,Atorvastatin 5 ml (Viên nén - Lot 585),Atorvastatin 5 ml (Vien nen - Lot 585),Viên nang,280740
T08877,Omeprazole 100 mg (Viên nén - Lot 453),Omeprazole 100 mg (Vien nen - Lot 453),Gói,472150
T08878,Losartan 5 mg (Viên nén - Lot 657),Losartan 5 mg (Vien nen - Lot 657),Ống tiêm,482280
T08879,Paracetamol 500 mg (Domesco - Lot 937),Paracetamol 500 mg (Domesco - Lot 937),Gói,326290
T08880,Cefuroxim 250 mg (Mekophar - Lot 521),Cefuroxim 250 mg (Mekophar - Lot 521),Hộp,314430
T08881,Pantoprazole 1000 IU (Mekophar - Lot 250),Pantoprazole 1000 IU (Mekophar - Lot 250),Chai,6820
T08882,Loratadine 500 mg (Stada - Lot 965),Loratadine 500 mg (Stada - Lot 965),Viên nang,83690
T08883,Diazepam 250 mg (Mekophar - Lot 694),Diazepam 250 mg (Mekophar - Lot 694),Tuýp,107410
T08884,Ibuprofen 500 mg (Viên nén - Lot 672),Ibuprofen 500 mg (Vien nen - Lot 672),Tuýp,33980
T08885,Levothyroxine 5 mg (Mekophar - Lot 350),Levothyroxine 5 mg (Mekophar - Lot 350),Gói,449680
T08886,Captopril 1000 IU (Viên nén - Lot 215),Captopril 1000 IU (Vien nen - Lot 215),Viên nén,315470
T08887,Vitamin C 10 mg (Domesco - Lot 849),Vitamin C 10 mg (Domesco - Lot 849),Viên nang,21510
T08888,Hạ Sốt 1000 IU (Viên nén - Lot 576),Ha Sot 1000 IU (Vien nen - Lot 576),Viên nén,395830
T08889,Metformin 100 mg (Domesco - Lot 794),Metformin 100 mg (Domesco - Lot 794),Chai,421890
T08890,Paracetamol 500 mg (Mekophar - Lot 666),Paracetamol 500 mg (Mekophar - Lot 666),Viên nang,433910
T08891,Hạ Sốt 250 mg (Domesco - Lot 862),Ha Sot 250 mg (Domesco - Lot 862),Ống tiêm,389860
T08892,Atorvastatin 10 mg (Domesco - Lot 859),Atorvastatin 10 mg (Domesco - Lot 859),Tuýp,479130
T08893,Giảm Đau 5 mg (Viên nén - Lot 235),Giam Dau 5 mg (Vien nen - Lot 235),Chai,312470
T08894,Levothyroxine 500 mg (Viên nén - Lot 648),Levothyroxine 500 mg (Vien nen - Lot 648),Tuýp,171670
T08895,Omeprazole 10 mg (Stada - Lot 435),Omeprazole 10 mg (Stada - Lot 435),Viên nén,9990
T08896,Prednisolone 100 mg (Stada - Lot 510),Prednisolone 100 mg (Stada - Lot 510),Viên nang,291550
T08897,Aspirin 500 mg (Domesco - Lot 525),Aspirin 500 mg (Domesco - Lot 525),Gói,203180
T08898,Omeprazole 250 mg (Domesco - Lot 475),Omeprazole 250 mg (Domesco - Lot 475),Hộp,120880
T08899,Chống Viêm 10 mg (Domesco - Lot 618),Chong Viem 10 mg (Domesco - Lot 618),Chai,499180
T08900,Prednisolone 5 ml (Domesco - Lot 939),Prednisolone 5 ml (Domesco - Lot 939),Ống tiêm,482820
T08901,Levothyroxine 5 mg (Viên nén - Lot 108),Levothyroxine 5 mg (Vien nen - Lot 108),Chai,108750
T08902,Diclofenac 5 ml (Domesco - Lot 985),Diclofenac 5 ml (Domesco - Lot 985),Tuýp,498360
T08903,Prednisolone 10 mg (Mekophar - Lot 358),Prednisolone 10 mg (Mekophar - Lot 358),Hộp,497620
T08904,Omeprazole 500 mg (Stada - Lot 407),Omeprazole 500 mg (Stada - Lot 407),Hộp,33970
T08905,Prednisolone 500 mg (Viên nén - Lot 106),Prednisolone 500 mg (Vien nen - Lot 106),Viên nang,41590
T08906,Loratadine 1000 IU (Mekophar - Lot 694),Loratadine 1000 IU (Mekophar - Lot 694),Hộp,435600
T08907,Captopril 500 mg (Mekophar - Lot 359),Captopril 500 mg (Mekophar - Lot 359),Chai,234450
T08908,Furosemide 500 mg (Mekophar - Lot 910),Furosemide 500 mg (Mekophar - Lot 910),Chai,237930
T08909,Paracetamol 500 mg (Mekophar - Lot 912),Paracetamol 500 mg (Mekophar - Lot 912),Ống tiêm,85020
T08910,Atorvastatin 5 ml (Viên nén - Lot 751),Atorvastatin 5 ml (Vien nen - Lot 751),Gói,130810
T08911,Furosemide 10 mg (Mekophar - Lot 720),Furosemide 10 mg (Mekophar - Lot 720),Hộp,21910
T08912,Metformin 1000 IU (Viên nén - Lot 313),Metformin 1000 IU (Vien nen - Lot 313),Tuýp,220380
T08913,Paracetamol 100 mg (Stada - Lot 224),Paracetamol 100 mg (Stada - Lot 224),Ống tiêm,428400
T08914,Diclofenac 5 mg (Domesco - Lot 266),Diclofenac 5 mg (Domesco - Lot 266),Chai,13780
T08915,Cefuroxim 10 mg (Domesco - Lot 725),Cefuroxim 10 mg (Domesco - Lot 725),Gói,348820
T08916,Atorvastatin 500 mg (Domesco - Lot 871),Atorvastatin 500 mg (Domesco - Lot 871),Chai,246060
T08917,Diazepam 500 mg (Stada - Lot 305),Diazepam 500 mg (Stada - Lot 305),Ống tiêm,229220
T08918,Diclofenac 500 mg (Domesco - Lot 221),Diclofenac 500 mg (Domesco - Lot 221),Viên nén,128810
T08919,Captopril 1000 IU (Mekophar - Lot 212),Captopril 1000 IU (Mekophar - Lot 212),Chai,90730
T08920,Ibuprofen 5 mg (Domesco - Lot 836),Ibuprofen 5 mg (Domesco - Lot 836),Gói,372360
T08921,Giảm Đau 10 mg (Viên nén - Lot 912),Giam Dau 10 mg (Vien nen - Lot 912),Tuýp,151470
T08922,Pantoprazole 10 mg (Viên nén - Lot 853),Pantoprazole 10 mg (Vien nen - Lot 853),Viên nang,342780
T08923,Losartan 5 ml (Domesco - Lot 688),Losartan 5 ml (Domesco - Lot 688),Hộp,296330
T08924,Amoxicillin 1000 IU (Viên nén - Lot 162),Amoxicillin 1000 IU (Vien nen - Lot 162),Hộp,39160
T08925,Diclofenac 10 mg (Domesco - Lot 784),Diclofenac 10 mg (Domesco - Lot 784),Ống tiêm,32240
T08926,Ibuprofen 5 mg (Mekophar - Lot 547),Ibuprofen 5 mg (Mekophar - Lot 547),Gói,34580
T08927,Pantoprazole 5 mg (Viên nén - Lot 620),Pantoprazole 5 mg (Vien nen - Lot 620),Chai,107490
T08928,Metformin 100 mg (Domesco - Lot 149),Metformin 100 mg (Domesco - Lot 149),Gói,307590
T08929,Captopril 10 mg (Mekophar - Lot 852),Captopril 10 mg (Mekophar - Lot 852),Gói,488180
T08930,Ibuprofen 1000 IU (Viên nén - Lot 350),Ibuprofen 1000 IU (Vien nen - Lot 350),Gói,155510
T08931,Atorvastatin 10 mg (Viên nén - Lot 456),Atorvastatin 10 mg (Vien nen - Lot 456),Viên nang,71240
T08932,Levothyroxine 250 mg (Stada - Lot 224),Levothyroxine 250 mg (Stada - Lot 224),Chai,115100
T08933,Giảm Đau 1000 IU (Mekophar - Lot 980),Giam Dau 1000 IU (Mekophar - Lot 980),Tuýp,40300
T08934,Paracetamol 1000 IU (Mekophar - Lot 615),Paracetamol 1000 IU (Mekophar - Lot 615),Viên nang,57250
